"","(Intercept)","dayFriday","dayMonday","daySaturday","dayThursday","dayTuesday","dayWednesday","days_since_lockdown"
"Redcar and Cleveland",-26.104081632653,-6.8734693877551,-7.06326530612245,-3.18673469387755,-6.06020408163263,-5.6265306122449,-4.18979591836735,0.0632653061224483
"Rutland",-39.952380952381,6.70714285714286,7.12142857142858,3.76190476190476,7.15238095238094,6.17619047619048,8.48095238095238,0.195238095238096
"Shropshire",-27.0897959183673,-7.11632653061225,-5.94183673469388,-0.308163265306124,-9.17448979591834,-4.13367346938775,-4.32551020408163,0.191836734693877
"Slough",-30.4663265306122,-6.64387755102041,-8.8030612244898,6.5530612244898,-8.3408163265306,-9.10612244897959,-6.90918367346938,0.0530612244897955
"Somerset",-28.4265306122449,-4.42755102040816,-4.41122448979592,-0.338775510204081,-3.01632653061222,-6.32244897959183,-2.98367346938775,0.161224489795918
"South Gloucestershire",-28.0642857142857,-16.9071428571429,-18.6714285714286,-0.578571428571427,-16.9857142857143,-17.8428571428571,-16.7642857142857,0.171428571428571
"South Yorkshire",-27.6489795918367,-9.18163265306122,-9.90918367346939,-0.84081632653061,-9.27244897959181,-9.81836734693877,-8.47755102040816,0.159183673469387
"Southampton",-37.615306122449,-8.07551020408163,-8.96224489795918,0.212244897959189,-8.11326530612244,-8.67448979591836,-6.63673469387755,0.212244897959184
"Southend-on-Sea",-29.7908163265306,-10.734693877551,-11.3826530612245,0.382653061224493,-10.3520408163265,-10.765306122449,-8.39795918367346,0.132653061224489
"Staffordshire",-26.0938775510204,-10.6897959183673,-9.90510204081633,-0.844897959183668,-9.78469387755099,-10.0602040816326,-9.71530612244897,0.155102040816326
"Stockton-on-Tees",-27.8438775510204,-6.68979591836735,-6.15510204081633,2.15510204081633,-5.03469387755098,-6.31020408163265,-3.71530612244897,0.155102040816326
"Stoke-on-Trent",-25.5938775510204,-7.43979591836735,-7.15510204081633,-0.594897959183672,-6.78469387755099,-7.31020408163265,-5.71530612244897,0.155102040816326
"Suffolk",-29.3734693877551,-4.22244897959184,-7.13877551020409,0.888775510204082,-5.33367346938773,-5.52755102040816,-2.66632653061224,0.138775510204081
"Surrey",-32.7612244897959,-12.4520408163265,-16.1489795918367,3.39897959183674,-14.8030612244898,-16.5479591836735,-14.4469387755102,0.148979591836734
"Swindon",-21.1744897959184,-18.3908163265306,-19.4295918367347,-1.5704081632653,-18.2112244897959,-18.6091836734694,-17.5387755102041,0.179591836734694
"Thurrock",-25.8775510204081,-10.7959183673469,-11.6020408163265,0.602040816326535,-10.9438775510204,-11.9540816326531,-10.3061224489796,0.10204081632653
"Torbay",-36.8142857142857,2.59285714285714,2.32857142857143,0.921428571428569,3.76428571428574,3.15714285714286,4.23571428571429,0.171428571428571
"Tyne and Wear",-32.1510204081632,-8.96836734693878,-8.64081632653061,-2.85918367346939,-8.82755102040814,-8.78163265306122,-7.92244897959184,0.140816326530612
"Warrington",-24.2428571428571,-19.3714285714286,-20.3142857142857,-1.93571428571428,-18.8071428571429,-19.6285714285714,-18.4428571428571,0.314285714285714
"Warwickshire",-26.3163265306122,-14.4438775510204,-14.6530612244898,-2.8469387755102,-14.2908163265306,-15.8061224489796,-14.4591836734694,0.153061224489796
"West Berkshire",-30.1448979591837,-16.8581632653061,-18.4459183673469,1.94591836734694,-17.1622448979592,-18.3918367346939,-16.5877551020408,0.195918367346939
"West Midlands",-27.5959183673469,-10.4765306122449,-11.8867346938776,-0.613265306122444,-10.3397959183673,-11.5234693877551,-9.66020408163265,0.13673469387755
"West Sussex",-31.5642857142857,-7.15714285714286,-9.67142857142858,1.92142857142857,-7.48571428571427,-8.59285714285714,-6.76428571428571,0.171428571428571
"West Yorkshire",-30.0091836734694,-11.665306122449,-12.4173469387755,-0.0826530612244879,-11.9979591836735,-12.084693877551,-11.5020408163265,0.16734693877551
"Wiltshire",-29.204081632653,-5.6734693877551,-8.41326530612245,0.163265306122452,-6.51020408163263,-8.07653061224489,-6.98979591836734,0.163265306122448
"Windsor and Maidenhead",-34.9030612244898,-14.0051020408163,-16.6224489795918,1.62244897959184,-15.6326530612245,-15.7448979591837,-14.3673469387755,0.122448979591836
"Wokingham",-31.3479591836735,-18.5132653061224,-21.8683673469388,0.61836734693878,-20.3948979591837,-21.2367346938775,-18.8551020408163,0.118367346938775
"Worcestershire",-28.8122448979591,-6.37040816326531,-7.18979591836735,-0.310204081632654,-6.18061224489793,-2.62959183673469,-6.31938775510204,0.189795918367346
"York",-43.5030612244898,-6.05510204081632,-6.97244897959184,-0.527551020408162,-6.5826530612245,-5.69489795918367,-4.41734693877551,0.222448979591837
